=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2025-5-31_17-4-59
====================================================================================
17:4:59 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
17:4:59 | [PermissionManager] Perm (TeleportToCrosshair) has been registered!
17:4:59 | [PermissionManager] Perm (FreeCamera) has been registered!
17:4:59 | [PermissionManager] Perm (RepairVehiclesAtCrosshair) has been registered!
17:4:59 | [PermissionManager] Perm (MenuItemManager) has been registered!
17:4:59 | [PermissionManager] Perm (MenuItemManager:SpawnItem) has been registered!
17:4:59 | [PermissionManager] Perm (MenuItemManager:EditPreset) has been registered!
17:4:59 | [PermissionManager] Perm (MenuItemManager:SpawnPreset) has been registered!
17:4:59 | [PermissionManager] Perm (MenuItemManager:DeletePreset) has been registered!
17:4:59 | [PermissionManager] Perm (MenuItemManager:AddPreset) has been registered!
17:4:59 | [PermissionManager] Perm (MenuServerManager) has been registered!
17:4:59 | [PermissionManager] Perm (ServerManager:RestartServer) has been registered!
17:4:59 | [PermissionManager] Perm (ServerManager:LockServer) has been registered!
17:4:59 | [PermissionManager] Perm (ServerManager:KickAllPlayers) has been registered!
17:4:59 | [PermissionManager] Perm (ServerManager:LoadScripts) has been registered!
17:4:59 | [PermissionManager] Perm (MenuWeatherManager) has been registered!
17:4:59 | [PermissionManager] Perm (WeatherManager:ApplyWeather) has been registered!
17:4:59 | [PermissionManager] Perm (WeatherManager:ApplyTime) has been registered!
17:4:59 | [PermissionManager] Perm (WeatherManager:SavePreset) has been registered!
17:4:59 | [PermissionManager] Perm (WeatherManager:DeletePreset) has been registered!
17:4:59 | [PermissionManager] Perm (WeatherManager:ApplyPreset) has been registered!
17:4:59 | [PermissionManager] Perm (WeatherManager:ApplyTimePreset) has been registered!
17:4:59 | [PermissionManager] Perm (WeatherManager:SaveTimePreset) has been registered!
17:4:59 | [PermissionManager] Perm (WeatherManager:DeleteTimePreset) has been registered!
17:4:59 | [PermissionManager] Perm (MenuObjectManager) has been registered!
17:4:59 | [PermissionManager] Perm (MenuObjectManager:CreateNewSet) has been registered!
17:4:59 | [PermissionManager] Perm (MenuObjectManager:UpdateSet) has been registered!
17:4:59 | [PermissionManager] Perm (MenuObjectManager:DeleteSet) has been registered!
17:4:59 | [PermissionManager] Perm (MenuObjectManager:EditSet) has been registered!
17:4:59 | [PermissionManager] Perm (MenuPermissionsEditor) has been registered!
17:4:59 | [PermissionManager] Perm (PermissionsEditor:RemoveUser) has been registered!
17:4:59 | [PermissionManager] Perm (PermissionsEditor:AddUser) has been registered!
17:4:59 | [PermissionManager] Perm (PermissionsEditor:CreateUserGroup) has been registered!
17:4:59 | [PermissionManager] Perm (PermissionsEditor:DeleteUserGroup) has been registered!
17:4:59 | [PermissionManager] Perm (PermissionsEditor:ChangePermLevel) has been registered!
17:4:59 | [PermissionManager] Perm (MenuPlayerManager) has been registered!
17:4:59 | [PermissionManager] Perm (PlayerManager:GiveGodmode) has been registered!
17:4:59 | [PermissionManager] Perm (PlayerManager:BanPlayer) has been registered!
17:4:59 | [PermissionManager] Perm (PlayerManager:KickPlayer) has been registered!
17:4:59 | [PermissionManager] Perm (PlayerManager:HealPlayers) has been registered!
17:4:59 | [PermissionManager] Perm (PlayerManager:SetPlayerStats) has been registered!
17:4:59 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
17:4:59 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
17:4:59 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
17:4:59 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
17:4:59 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
17:4:59 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
17:4:59 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
17:4:59 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
17:4:59 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
17:4:59 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
17:4:59 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
17:4:59 | [PermissionManager] Perm (MenuBansManager) has been registered!
17:4:59 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
17:4:59 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
17:4:59 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
17:4:59 | [PermissionManager] Perm (MenuWebHooks) has been registered!
17:4:59 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
17:4:59 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
17:4:59 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
17:4:59 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
17:4:59 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
17:4:59 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
17:4:59 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
17:4:59 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
17:4:59 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
17:4:59 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
17:4:59 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
17:4:59 | [PermissionManager] Perm (EspToolsMenu) has been registered!
17:4:59 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
17:4:59 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
17:4:59 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
17:4:59 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
17:4:59 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
17:4:59 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
17:4:59 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
17:4:59 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
17:5:0 | [PermissionManager] Perm (TerjePlayerManager) has been registered!
17:5:0 | [PermissionManager] Adding Super Admin (76561198104182080)
17:5:0 | [PermissionManager] Loaded UserGroups.json
17:5:0 | [PermissionManager] Perm (RZ_AdminCarForm_VPP) has been registered!
17:5:0 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
17:5:0 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
17:5:0 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
17:5:0 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
17:5:0 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
17:5:0 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
17:5:0 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
17:5:0 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
17:5:0 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
17:5:0 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
17:5:0 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
17:5:0 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
17:5:0 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
17:5:0 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
17:5:0 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
17:5:0 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
17:5:0 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
17:5:0 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
17:5:0 | Building Sets Loaded: 7
17:5:0 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
17:6:0 | Player "Muxaylo" (steamId=76561198038284050) connected to server!
17:6:5 | Player "ILLaigy" (steamId=76561198354433172) connected to server!
17:6:7 | Player "Kapcyndel" (steamId=76561198078988936) connected to server!
17:6:13 | Player "dPh" (steamId=76561198385191941) connected to server!
17:6:48 | Player "LeBronko" (steamId=76561198075176045) connected to server!
17:7:31 | Player "Kot" (steamId=76561198810047434) connected to server!
17:7:42 | Player "Serdj" (steamId=76561198322633256) connected to server!
17:8:17 | Player "Bioking" (steamId=76561198884179595) connected to server!
17:8:30 | Player "Violand" (steamId=76561198074332784) connected to server!
17:8:30 | Player "PieceDuck" (steamId=76561198161108074) connected to server!
17:8:49 | Player "JliM0H4iK" (steamId=76561199181969126) connected to server!
17:8:58 | Player "Anastasiy" (steamId=76561199572511166) connected to server!
17:9:34 | "PieceDuck" (steamid=76561198161108074) toggled godmode
17:11:37 | Player "[SoKill] AntZVZ" (steamId=76561198847518258) connected to server!
17:15:40 | Player "AllorReynar" (steamId=76561198061545120) connected to server!
17:15:45 | Player "PieceDuck" (steamId=76561198161108074) initiated disconnect process...
17:15:46 | Player "PieceDuck" (steamId=76561198161108074) disconnected early from server (EXIT NOW).
17:15:50 | Player "PieceDuck" (steamId=76561198161108074) disconnected from server.
17:16:12 | Player "Art_Man" (steamId=76561198119544941) connected to server!
17:17:9 | Player "Butch" (steamId=76561199023755511) connected to server!
17:24:37 | Player "MrVleD" (steamId=76561199281830897) connected to server!
17:25:31 | Player "PieceDuck" (steamId=76561198161108074) connected to server!
17:25:39 | "PieceDuck" (steamid=76561198161108074) toggled godmode
17:28:41 | "PieceDuck" (steamid=76561198161108074) deleted object "OHlocker_Damage_BLUE_DARKKit" (pos=<5430.730957, 320.555542, 7810.488770>)
17:30:15 | "PieceDuck" (steamid=76561198161108074) Spawned Item: (MPG_AdminBook_01)
17:30:21 | Player "120kg" (steamId=76561199091882922) connected to server!
17:34:25 | Player "Kapcyndel" (steamId=76561198078988936) initiated disconnect process...
17:34:30 | Player "Kapcyndel" (steamId=76561198078988936) disconnected from server.
17:34:40 | "PieceDuck" (steamid=76561198161108074) toggled freecam
17:34:42 | "PieceDuck" (steamid=76561198161108074) teleported to crosshair (pos=<5446.373047, 320.525665, 7832.724121>)
17:34:43 | "PieceDuck" (steamid=76561198161108074) toggled freecam
17:35:13 | Player "Serdj" (steamId=76561198322633256) initiated disconnect process...
17:35:14 | "PieceDuck" (steamid=76561198161108074) toggled freecam
17:35:18 | Player "Serdj" (steamId=76561198322633256) disconnected from server.
17:35:19 | "PieceDuck" (steamid=76561198161108074) teleported to crosshair (pos=<5433.520020, 325.847046, 7835.367188>)
17:35:20 | "PieceDuck" (steamid=76561198161108074) toggled freecam
17:37:54 | Player "Serdj" (steamId=76561198322633256) connected to server!
17:39:12 | Player "Serdj" (steamId=76561198322633256) initiated disconnect process...
17:39:17 | Player "Serdj" (steamId=76561198322633256) disconnected from server.
17:39:42 | "76561198161108074" (steamid=76561198161108074) teleported to (pos=<3702.020020, 402.000000, 5987.120117>)
17:39:42 | "PieceDuck": (steamid=76561198161108074) teleported to (pos=3702.02,0,5987.12)
17:40:23 | Player "beautifuldistress" (steamId=76561197991463508) connected to server!
17:41:36 | Player "JliM0H4iK" (steamId=76561199181969126) initiated disconnect process...
17:41:36 | Player "2_son" (steamId=76561198216607920) connected to server!
17:41:37 | Player "JliM0H4iK" (steamId=76561199181969126) disconnected early from server (EXIT NOW).
17:41:41 | Player "JliM0H4iK" (steamId=76561199181969126) disconnected from server.
17:42:18 | "76561198161108074" (steamid=76561198161108074) teleported to (pos=<6550.709961, 335.523163, 9311.709961>)
17:42:18 | "PieceDuck": (steamid=76561198161108074) teleported to (pos=6550.71,0,9311.71)
17:42:48 | Player "AllorReynar" (steamId=76561198061545120) initiated disconnect process...
17:42:51 | Player "AllorReynar" (steamId=76561198061545120) disconnected early from server (EXIT NOW).
17:42:53 | Player "AllorReynar" (steamId=76561198061545120) disconnected from server.
17:43:23 | Player "AllorReynar" (steamId=76561198061545120) connected to server!
17:44:28 | "76561198161108074" (steamid=76561198161108074) teleported to (pos=<3703.070068, 402.000000, 5993.689941>)
17:44:28 | "PieceDuck": (steamid=76561198161108074) teleported to (pos=3703.07,0,5993.69)
17:44:43 | Player "PieceDuck" (steamId=76561198161108074) initiated disconnect process...
17:44:43 | Player "PieceDuck" (steamId=76561198161108074) disconnected early from server (EXIT NOW).
17:44:48 | Player "PieceDuck" (steamId=76561198161108074) disconnected from server.
17:44:48 | Player "Serdj" (steamId=76561198322633256) connected to server!
17:50:57 | Player "Interstells" (steamId=76561198065544426) connected to server!
17:53:46 | Player "DyDo4KA" (steamId=76561198139066221) connected to server!
17:56:52 | Player "Kot" (steamId=76561198810047434) initiated disconnect process...
17:56:52 | Player "Violand" (steamId=76561198074332784) initiated disconnect process...
17:56:53 | Player "Kot" (steamId=76561198810047434) disconnected early from server (EXIT NOW).
17:56:55 | Player "Violand" (steamId=76561198074332784) disconnected early from server (EXIT NOW).
17:56:57 | Player "Kot" (steamId=76561198810047434) disconnected from server.
17:56:57 | Player "Violand" (steamId=76561198074332784) disconnected from server.
17:57:52 | Player "Anastasiy" (steamId=76561199572511166) initiated disconnect process...
17:57:57 | Player "Anastasiy" (steamId=76561199572511166) disconnected from server.
18:0:28 | Player "LeBronko" (steamId=76561198075176045) initiated disconnect process...
18:0:33 | Player "LeBronko" (steamId=76561198075176045) disconnected from server.
18:0:50 | Player "dPh" (steamId=76561198385191941) initiated disconnect process...
18:0:55 | Player "dPh" (steamId=76561198385191941) disconnected from server.
18:0:59 | Player "LeBronko" (steamId=76561198075176045) connected to server!
18:10:0 | Player "PieceDuck" (steamId=76561198161108074) connected to server!
18:10:11 | Player "Anastasiy" (steamId=76561199572511166) connected to server!
18:10:30 | "PieceDuck" (steamid=76561198161108074) toggled godmode
18:10:40 | "76561198161108074" (steamid=76561198161108074) teleported to (pos=<2717.330078, 206.529999, 5372.129883>)
18:10:40 | "PieceDuck": (steamid=76561198161108074) teleported to (pos=2717.33,0,5372.13)
18:11:6 | Player "Kot" (steamId=76561198810047434) connected to server!
