=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2025-6-2_13-7-56
====================================================================================
13:7:56 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
13:7:56 | [PermissionManager] Perm (TeleportToCrosshair) has been registered!
13:7:56 | [PermissionManager] Perm (FreeCamera) has been registered!
13:7:56 | [PermissionManager] Perm (RepairVehiclesAtCrosshair) has been registered!
13:7:56 | [PermissionManager] Perm (MenuItemManager) has been registered!
13:7:56 | [PermissionManager] Perm (MenuItemManager:SpawnItem) has been registered!
13:7:56 | [PermissionManager] Perm (MenuItemManager:EditPreset) has been registered!
13:7:56 | [PermissionManager] Perm (MenuItemManager:SpawnPreset) has been registered!
13:7:56 | [PermissionManager] Perm (MenuItemManager:DeletePreset) has been registered!
13:7:56 | [PermissionManager] Perm (MenuItemManager:AddPreset) has been registered!
13:7:56 | [PermissionManager] Perm (MenuServerManager) has been registered!
13:7:56 | [PermissionManager] Perm (ServerManager:RestartServer) has been registered!
13:7:56 | [PermissionManager] Perm (ServerManager:LockServer) has been registered!
13:7:56 | [PermissionManager] Perm (ServerManager:KickAllPlayers) has been registered!
13:7:56 | [PermissionManager] Perm (ServerManager:LoadScripts) has been registered!
13:7:56 | [PermissionManager] Perm (MenuWeatherManager) has been registered!
13:7:56 | [PermissionManager] Perm (WeatherManager:ApplyWeather) has been registered!
13:7:56 | [PermissionManager] Perm (WeatherManager:ApplyTime) has been registered!
13:7:56 | [PermissionManager] Perm (WeatherManager:SavePreset) has been registered!
13:7:56 | [PermissionManager] Perm (WeatherManager:DeletePreset) has been registered!
13:7:56 | [PermissionManager] Perm (WeatherManager:ApplyPreset) has been registered!
13:7:56 | [PermissionManager] Perm (WeatherManager:ApplyTimePreset) has been registered!
13:7:56 | [PermissionManager] Perm (WeatherManager:SaveTimePreset) has been registered!
13:7:56 | [PermissionManager] Perm (WeatherManager:DeleteTimePreset) has been registered!
13:7:56 | [PermissionManager] Perm (MenuObjectManager) has been registered!
13:7:56 | [PermissionManager] Perm (MenuObjectManager:CreateNewSet) has been registered!
13:7:56 | [PermissionManager] Perm (MenuObjectManager:UpdateSet) has been registered!
13:7:56 | [PermissionManager] Perm (MenuObjectManager:DeleteSet) has been registered!
13:7:56 | [PermissionManager] Perm (MenuObjectManager:EditSet) has been registered!
13:7:56 | [PermissionManager] Perm (MenuPermissionsEditor) has been registered!
13:7:56 | [PermissionManager] Perm (PermissionsEditor:RemoveUser) has been registered!
13:7:56 | [PermissionManager] Perm (PermissionsEditor:AddUser) has been registered!
13:7:56 | [PermissionManager] Perm (PermissionsEditor:CreateUserGroup) has been registered!
13:7:56 | [PermissionManager] Perm (PermissionsEditor:DeleteUserGroup) has been registered!
13:7:56 | [PermissionManager] Perm (PermissionsEditor:ChangePermLevel) has been registered!
13:7:56 | [PermissionManager] Perm (MenuPlayerManager) has been registered!
13:7:56 | [PermissionManager] Perm (PlayerManager:GiveGodmode) has been registered!
13:7:56 | [PermissionManager] Perm (PlayerManager:BanPlayer) has been registered!
13:7:56 | [PermissionManager] Perm (PlayerManager:KickPlayer) has been registered!
13:7:56 | [PermissionManager] Perm (PlayerManager:HealPlayers) has been registered!
13:7:56 | [PermissionManager] Perm (PlayerManager:SetPlayerStats) has been registered!
13:7:56 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
13:7:56 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
13:7:56 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
13:7:56 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
13:7:56 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
13:7:56 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
13:7:56 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
13:7:56 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
13:7:56 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
13:7:56 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
13:7:56 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
13:7:56 | [PermissionManager] Perm (MenuBansManager) has been registered!
13:7:56 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
13:7:56 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
13:7:56 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
13:7:56 | [PermissionManager] Perm (MenuWebHooks) has been registered!
13:7:56 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
13:7:56 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
13:7:56 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
13:7:56 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
13:7:56 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
13:7:56 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
13:7:56 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
13:7:56 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
13:7:56 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
13:7:56 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
13:7:56 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
13:7:56 | [PermissionManager] Perm (EspToolsMenu) has been registered!
13:7:56 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
13:7:56 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
13:7:56 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
13:7:56 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
13:7:56 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
13:7:56 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
13:7:56 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
13:7:56 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
13:7:57 | [PermissionManager] Perm (TerjePlayerManager) has been registered!
13:7:57 | [PermissionManager] Adding Super Admin (76561198104182080)
13:7:57 | [PermissionManager] Loaded UserGroups.json
13:7:57 | [PermissionManager] Perm (RZ_AdminCarForm_VPP) has been registered!
13:7:57 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
13:7:57 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
13:7:57 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
13:7:57 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
13:7:57 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
13:7:57 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
13:7:57 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
13:7:57 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
13:7:57 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
13:7:57 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
13:7:57 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
13:7:57 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
13:7:57 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
13:7:57 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
13:7:57 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
13:7:57 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
13:7:57 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
13:7:57 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
13:7:57 | Building Sets Loaded: 8
13:7:57 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
13:9:3 | Player "MrVleD" (steamId=76561199281830897) connected to server!
13:9:21 | Player "Muxaylo" (steamId=76561198038284050) connected to server!
13:9:30 | Player "Bioking" (steamId=76561198884179595) connected to server!
13:9:44 | Player "Sanik" (steamId=76561199483109476) connected to server!
13:10:48 | Player "2_son" (steamId=76561198216607920) connected to server!
13:10:54 | Player "120kg" (steamId=76561199091882922) connected to server!
13:11:33 | Player "Satana" (steamId=76561199848325170) connected to server!
13:12:25 | Player "Ho1ovin" (steamId=76561199235201986) connected to server!
13:12:42 | Player "Butch" (steamId=76561199023755511) connected to server!
13:13:10 | Player "AntZVZ" (steamId=76561198847518258) connected to server!
13:13:31 | Player "Amper" (steamId=76561198343165685) connected to server!
13:15:46 | Player "Kot" (steamId=76561198810047434) connected to server!
13:16:40 | Player "Anastasiy" (steamId=76561199572511166) connected to server!
13:18:14 | Player "DeLuxe" (steamId=76561198163048902) connected to server!
13:19:32 | Player "Bioking" (steamId=76561198884179595) initiated disconnect process...
13:19:37 | Player "Bioking" (steamId=76561198884179595) disconnected from server.
13:20:12 | Player "Bioking" (steamId=76561198884179595) connected to server!
13:32:5 | Player "BaLaBoL" (steamId=76561198838672315) connected to server!
13:35:12 | Player "120kg" (steamId=76561199091882922) initiated disconnect process...
13:35:12 | Player "120kg" (steamId=76561199091882922) disconnected early from server (EXIT NOW).
13:35:17 | Player "120kg" (steamId=76561199091882922) disconnected from server.
13:47:11 | Player "DeLuxe" (steamId=76561198163048902) initiated disconnect process...
13:47:16 | Player "DeLuxe" (steamId=76561198163048902) disconnected from server.
13:47:26 | Player "Volk" (steamId=76561198372110603) connected to server!
13:48:6 | Player "Jeger" (steamId=76561198320671266) connected to server!
14:10:32 | Player "120kg" (steamId=76561199091882922) connected to server!
14:16:20 | Player "Ho1ovin" (steamId=76561199235201986) initiated disconnect process...
14:16:22 | Player "Ho1ovin" (steamId=76561199235201986) disconnected early from server (EXIT NOW).
14:16:25 | Player "Ho1ovin" (steamId=76561199235201986) disconnected from server.
14:18:11 | Player "Ho1ovin" (steamId=76561199235201986) connected to server!
14:26:44 | Player "120kg" (steamId=76561199091882922) initiated disconnect process...
14:26:44 | Player "120kg" (steamId=76561199091882922) disconnected early from server (EXIT NOW).
14:26:49 | Player "120kg" (steamId=76561199091882922) disconnected from server.
14:28:18 | Player "AntZVZ" (steamId=76561198847518258) initiated disconnect process...
14:28:23 | Player "AntZVZ" (steamId=76561198847518258) disconnected from server.
