=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2025-5-30_21-2-39
====================================================================================
21:2:39 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
21:2:39 | [PermissionManager] Perm (TeleportToCrosshair) has been registered!
21:2:39 | [PermissionManager] Perm (FreeCamera) has been registered!
21:2:39 | [PermissionManager] Perm (RepairVehiclesAtCrosshair) has been registered!
21:2:39 | [PermissionManager] Perm (MenuItemManager) has been registered!
21:2:39 | [PermissionManager] Perm (MenuItemManager:SpawnItem) has been registered!
21:2:39 | [PermissionManager] Perm (MenuItemManager:EditPreset) has been registered!
21:2:39 | [PermissionManager] Perm (MenuItemManager:SpawnPreset) has been registered!
21:2:39 | [PermissionManager] Perm (MenuItemManager:DeletePreset) has been registered!
21:2:39 | [PermissionManager] Perm (MenuItemManager:AddPreset) has been registered!
21:2:39 | [PermissionManager] Perm (MenuServerManager) has been registered!
21:2:39 | [PermissionManager] Perm (ServerManager:RestartServer) has been registered!
21:2:39 | [PermissionManager] Perm (ServerManager:LockServer) has been registered!
21:2:39 | [PermissionManager] Perm (ServerManager:KickAllPlayers) has been registered!
21:2:39 | [PermissionManager] Perm (ServerManager:LoadScripts) has been registered!
21:2:39 | [PermissionManager] Perm (MenuWeatherManager) has been registered!
21:2:39 | [PermissionManager] Perm (WeatherManager:ApplyWeather) has been registered!
21:2:39 | [PermissionManager] Perm (WeatherManager:ApplyTime) has been registered!
21:2:39 | [PermissionManager] Perm (WeatherManager:SavePreset) has been registered!
21:2:39 | [PermissionManager] Perm (WeatherManager:DeletePreset) has been registered!
21:2:39 | [PermissionManager] Perm (WeatherManager:ApplyPreset) has been registered!
21:2:39 | [PermissionManager] Perm (WeatherManager:ApplyTimePreset) has been registered!
21:2:39 | [PermissionManager] Perm (WeatherManager:SaveTimePreset) has been registered!
21:2:39 | [PermissionManager] Perm (WeatherManager:DeleteTimePreset) has been registered!
21:2:39 | [PermissionManager] Perm (MenuObjectManager) has been registered!
21:2:39 | [PermissionManager] Perm (MenuObjectManager:CreateNewSet) has been registered!
21:2:39 | [PermissionManager] Perm (MenuObjectManager:UpdateSet) has been registered!
21:2:39 | [PermissionManager] Perm (MenuObjectManager:DeleteSet) has been registered!
21:2:39 | [PermissionManager] Perm (MenuObjectManager:EditSet) has been registered!
21:2:39 | [PermissionManager] Perm (MenuPermissionsEditor) has been registered!
21:2:39 | [PermissionManager] Perm (PermissionsEditor:RemoveUser) has been registered!
21:2:39 | [PermissionManager] Perm (PermissionsEditor:AddUser) has been registered!
21:2:39 | [PermissionManager] Perm (PermissionsEditor:CreateUserGroup) has been registered!
21:2:39 | [PermissionManager] Perm (PermissionsEditor:DeleteUserGroup) has been registered!
21:2:39 | [PermissionManager] Perm (PermissionsEditor:ChangePermLevel) has been registered!
21:2:39 | [PermissionManager] Perm (MenuPlayerManager) has been registered!
21:2:39 | [PermissionManager] Perm (PlayerManager:GiveGodmode) has been registered!
21:2:39 | [PermissionManager] Perm (PlayerManager:BanPlayer) has been registered!
21:2:39 | [PermissionManager] Perm (PlayerManager:KickPlayer) has been registered!
21:2:39 | [PermissionManager] Perm (PlayerManager:HealPlayers) has been registered!
21:2:39 | [PermissionManager] Perm (PlayerManager:SetPlayerStats) has been registered!
21:2:39 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
21:2:39 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
21:2:39 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
21:2:39 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
21:2:39 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
21:2:39 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
21:2:39 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
21:2:39 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
21:2:39 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
21:2:39 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
21:2:39 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
21:2:39 | [PermissionManager] Perm (MenuBansManager) has been registered!
21:2:39 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
21:2:39 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
21:2:39 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
21:2:39 | [PermissionManager] Perm (MenuWebHooks) has been registered!
21:2:39 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
21:2:39 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
21:2:39 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
21:2:39 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
21:2:39 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
21:2:39 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
21:2:39 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
21:2:39 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
21:2:39 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
21:2:39 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
21:2:39 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
21:2:39 | [PermissionManager] Perm (EspToolsMenu) has been registered!
21:2:39 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
21:2:39 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
21:2:39 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
21:2:39 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
21:2:39 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
21:2:39 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
21:2:39 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
21:2:39 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
21:2:39 | [PermissionManager] Perm (TerjePlayerManager) has been registered!
21:2:39 | [PermissionManager] Adding Super Admin (76561198104182080)
21:2:39 | [PermissionManager] Loaded UserGroups.json
21:2:39 | [PermissionManager] Perm (RZ_AdminCarForm_VPP) has been registered!
21:2:39 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
21:2:39 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
21:2:39 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
21:2:39 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
21:2:39 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
21:2:39 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
21:2:39 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
21:2:39 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
21:2:39 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
21:2:39 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
21:2:39 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
21:2:39 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
21:2:39 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
21:2:39 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
21:2:39 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
21:2:39 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
21:2:39 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
21:2:39 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
21:2:39 | Building Sets Loaded: 7
21:2:39 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
21:3:42 | Player "Ho1ovin" (steamId=76561199235201986) connected to server!
21:3:43 | Player "Satana" (steamId=76561199848325170) connected to server!
21:3:44 | Player "MrVleD" (steamId=76561199281830897) connected to server!
21:3:48 | Player "Foster" (steamId=76561198093965225) connected to server!
21:3:49 | Player "Parazit" (steamId=76561198406055009) connected to server!
21:3:59 | Player "NooBSaiboT19" (steamId=76561198322139877) connected to server!
21:4:3 | Player "KUZIJ" (steamId=76561198068897748) connected to server!
21:4:6 | Player "Muxaylo" (steamId=76561198038284050) connected to server!
21:4:14 | Player "kulitipapuliti" (steamId=76561198160896450) connected to server!
21:4:26 | Player "PieceDuck" (steamId=76561198161108074) connected to server!
21:4:55 | Player "2_son" (steamId=76561198216607920) connected to server!
21:5:2 | Player "NooBSaiboT19" (steamId=76561198322139877) initiated disconnect process...
21:5:8 | "76561198161108074" (steamid=76561198161108074) teleported to (pos=<8303.169922, 291.999115, 5996.740234>)
21:5:8 | "PieceDuck": (steamid=76561198161108074) teleported to (pos=8303.17,0,5996.74)
21:5:36 | "76561198161108074" (steamid=76561198161108074) teleported to (pos=<3700.000000, 402.000000, 5988.009766>)
21:5:36 | "PieceDuck": (steamid=76561198161108074) teleported to (pos=3700,0,5988.01)
21:5:37 | Player "Lemon" (steamId=76561198010598527) connected to server!
21:5:45 | Player "NooBSaiboT19" (steamId=76561198322139877) connected to server!
21:5:50 | Player "AllorReynar" (steamId=76561198061545120) connected to server!
21:6:12 | Player "Serdj" (steamId=76561198322633256) connected to server!
21:6:54 | Player "MonteCarlo" (steamId=76561198167839792) connected to server!
21:10:24 | Player "Muxaylo" (steamId=76561198038284050) initiated disconnect process...
21:10:29 | Player "Muxaylo" (steamId=76561198038284050) disconnected from server.
21:10:57 | Player "not_today" (steamId=76561199319603335) connected to server!
21:17:40 | Player "Muxaylo" (steamId=76561198038284050) connected to server!
21:18:41 | Player "Kapcyndel" (steamId=76561198078988936) connected to server!
21:18:46 | Player "Muxaylo" (steamId=76561198038284050) initiated disconnect process...
21:18:51 | Player "Muxaylo" (steamId=76561198038284050) disconnected from server.
21:19:4 | Player "dPh" (steamId=76561198385191941) connected to server!
21:22:40 | Player "dPh" (steamId=76561198385191941) initiated disconnect process...
21:22:45 | Player "dPh" (steamId=76561198385191941) disconnected from server.
21:24:59 | Player "Butch" (steamId=76561199023755511) connected to server!
21:27:21 | Player "Kapcyndel" (steamId=76561198078988936) initiated disconnect process...
21:27:26 | Player "Kapcyndel" (steamId=76561198078988936) disconnected from server.
21:33:40 | Player "Foster" (steamId=76561198093965225) initiated disconnect process...
21:33:45 | Player "Foster" (steamId=76561198093965225) disconnected from server.
21:35:21 | Player "Muxaylo" (steamId=76561198038284050) connected to server!
21:35:35 | Player "Foster" (steamId=76561198093965225) connected to server!
21:42:8 | Player "NooBSaiboT19" (steamId=76561198322139877) initiated disconnect process...
21:42:10 | Player "NooBSaiboT19" (steamId=76561198322139877) disconnected early from server (EXIT NOW).
21:42:13 | Player "NooBSaiboT19" (steamId=76561198322139877) disconnected from server.
21:42:33 | Player "NooBSaiboT19" (steamId=76561198322139877) connected to server!
21:46:9 | Player "2_son" (steamId=76561198216607920) initiated disconnect process...
21:46:14 | Player "2_son" (steamId=76561198216607920) disconnected from server.
21:49:13 | Player "Ho1ovin" (steamId=76561199235201986) initiated disconnect process...
21:49:14 | Player "Ho1ovin" (steamId=76561199235201986) disconnected early from server (EXIT NOW).
21:49:18 | Player "Ho1ovin" (steamId=76561199235201986) disconnected from server.
21:49:40 | Player "Ho1ovin" (steamId=76561199235201986) connected to server!
21:54:55 | Player "Muxaylo" (steamId=76561198038284050) disconnected from server.
21:54:55 | Player "Muxaylo" (steamId=76561198038284050) initiated disconnect process...
21:55:30 | Player "Muxaylo" (steamId=76561198038284050) connected to server!
21:58:0 | Player "KUZIJ" (steamId=76561198068897748) initiated disconnect process...
21:58:1 | Player "KUZIJ" (steamId=76561198068897748) disconnected early from server (EXIT NOW).
21:58:5 | Player "KUZIJ" (steamId=76561198068897748) disconnected from server.
22:10:48 | Player "Parazit" (steamId=76561198406055009) initiated disconnect process...
22:10:50 | Player "Parazit" (steamId=76561198406055009) disconnected early from server (EXIT NOW).
22:10:53 | Player "Parazit" (steamId=76561198406055009) disconnected from server.
22:10:59 | Player "NooBSaiboT19" (steamId=76561198322139877) initiated disconnect process...
22:11:0 | Player "NooBSaiboT19" (steamId=76561198322139877) disconnected early from server (EXIT NOW).
22:11:4 | Player "NooBSaiboT19" (steamId=76561198322139877) disconnected from server.
22:11:41 | Player "not_today" (steamId=76561199319603335) initiated disconnect process...
22:11:46 | Player "not_today" (steamId=76561199319603335) disconnected from server.
22:13:23 | Player "Butch" (steamId=76561199023755511) initiated disconnect process...
22:13:28 | Player "Butch" (steamId=76561199023755511) disconnected from server.
22:35:32 | Player "Lemon" (steamId=76561198010598527) initiated disconnect process...
22:35:35 | Player "Lemon" (steamId=76561198010598527) disconnected early from server (EXIT NOW).
22:35:37 | Player "Lemon" (steamId=76561198010598527) disconnected from server.
22:37:11 | Player "MonteCarlo" (steamId=76561198167839792) initiated disconnect process...
22:37:16 | Player "MonteCarlo" (steamId=76561198167839792) disconnected from server.
22:59:23 | "PieceDuck" (steamid=76561198161108074) executed kill command on: "76561198161108074"
23:27:55 | Player "BaLaBoL" (steamId=76561198838672315) connected to server!
23:29:4 | Player "Satana" (steamId=76561199848325170) initiated disconnect process...
23:29:6 | Player "Satana" (steamId=76561199848325170) disconnected early from server (EXIT NOW).
23:29:9 | Player "Satana" (steamId=76561199848325170) disconnected from server.
23:30:43 | Player "Satana" (steamId=76561199848325170) connected to server!
23:32:59 | Player "AllorReynar" (steamId=76561198061545120) initiated disconnect process...
23:35:24 | Player "AllorReynar" (steamId=76561198061545120) connected to server!
23:39:2 | Player "Muxaylo" (steamId=76561198038284050) initiated disconnect process...
23:39:2 | Player "Muxaylo" (steamId=76561198038284050) aborted logout process [canceledLogout]
23:39:11 | Player "Muxaylo" (steamId=76561198038284050) initiated disconnect process...
23:39:16 | Player "Muxaylo" (steamId=76561198038284050) disconnected from server.
23:44:3 | Player "Satana" (steamId=76561199848325170) initiated disconnect process...
23:44:6 | Player "Satana" (steamId=76561199848325170) disconnected early from server (EXIT NOW).
